Entity,Code,Year,Terrorist attacks Unknown,Terrorist attacks Hijacking,Terrorist attacks Hostage Taking (Barricade Incident),Terrorist attacks Unarmed Assault,Terrorist attacks Facility/Infrastructure Attack,Terrorist attacks Hostage Taking (Kidnapping),Terrorist attacks Assassination,Terrorist attacks Armed Assault,Terrorist attacks Bombing/Explosion,Terrorist attacks,Terrorism deaths
Yemen Arab Republic,OWID_YAR,1979,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia,OWID_YGS,1979,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,ZWE,1979,0,0,0,0,0,0,0,0,0,0,0
Czechia,CZE,1987,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,1987,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,TJK,1987,0,0,0,0,0,0,0,0,0,0,0
Russia,RUS,1987,0,0,0,0,0,0,0,0,0,0,0
Croatia,HRV,1987,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,1987,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,1987,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,1987,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,1987,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB,1987,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,1987,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZE,1987,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,OWID_SRM,1987,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,1987,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,1987,0,0,0,0,0,0,0,0,0,0,0
Ukraine,UKR,1987,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,1987,0,0,0,0,0,0,0,0,0,0,0
Germany,DEU,1987,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,1987,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,1987,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,KGZ,1987,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,1987,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,1987,0,0,0,0,0,0,0,0,0,0,0
Kosovo,OWID_KOS,1987,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1987,0,0,0,0,0,0,0,0,0,0,0
Moldova,MDA,1987,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,AFG,1987,0,0,0,1,0,0,0,0,0,1,0
Angola,AGO,1987,0,0,0,0,0,1,0,1,1,3,5
Argentina,ARG,1987,1,0,0,0,4,1,11,1,62,80,3
Austria,AUT,1987,0,0,0,0,1,0,2,0,1,4,0
Bangladesh,BGD,1987,1,0,0,0,0,0,1,0,4,6,26
Belgium,BEL,1987,0,0,0,0,0,0,1,0,0,1,1
Bolivia,BOL,1987,2,0,0,0,2,1,0,0,9,14,1
Botswana,BWA,1987,0,0,0,0,0,0,0,0,1,1,3
Brazil,BRA,1987,0,0,0,0,0,0,0,0,1,1,0
Chile,CHL,1987,3,0,7,0,3,2,2,33,123,173,9
Colombia,COL,1987,4,0,2,0,5,15,107,116,88,337,655
Costa Rica,CRI,1987,0,0,0,0,0,0,1,0,2,3,0
Cyprus,CYP,1987,0,0,0,0,1,0,2,0,7,10,1
Denmark,DNK,1987,0,0,0,0,0,0,0,0,2,2,0
Djibouti,DJI,1987,0,0,0,0,0,0,0,0,1,1,10
Dominican Republic,DOM,1987,0,0,0,0,0,0,0,0,15,15,7
East Germany,OWID_GDR,1987,0,0,0,0,0,0,1,0,0,1,0
Ecuador,ECU,1987,1,0,0,0,0,2,0,0,3,6,0
Egypt,EGY,1987,0,0,0,0,0,0,3,3,1,7,1
El Salvador,SLV,1987,5,0,1,0,8,10,11,85,114,234,421
Eswatini,SWZ,1987,0,0,0,0,0,0,0,0,1,1,4
Ethiopia,ETH,1987,0,0,0,0,0,1,0,0,0,1,0
Fiji,FJI,1987,0,0,0,0,1,0,0,0,2,3,0
France,FRA,1987,5,0,0,0,2,0,3,3,74,87,5
Ghana,GHA,1987,0,0,0,0,0,0,0,0,1,1,0
Greece,GRC,1987,0,0,0,0,3,0,5,2,16,26,2
Guatemala,GTM,1987,0,0,0,0,0,0,1,49,6,56,211
Haiti,HTI,1987,0,0,0,0,3,0,2,5,0,10,4
Honduras,HND,1987,5,0,1,0,1,0,1,5,7,20,21
India,IND,1987,9,0,0,0,7,1,69,57,23,166,506
Iran,IRN,1987,0,0,0,0,0,0,0,0,1,1,0
Iraq,IRQ,1987,0,0,0,0,0,2,0,1,0,3,0
Ireland,IRL,1987,0,0,0,0,18,2,4,0,0,24,6
Israel,ISR,1987,0,0,0,0,2,0,4,2,12,20,11
Italy,ITA,1987,0,0,0,0,0,0,3,2,9,14,3
Japan,JPN,1987,0,0,0,0,1,0,1,1,7,10,1
Kuwait,KWT,1987,3,0,0,0,1,0,0,0,8,12,1
Lebanon,LBN,1987,1,1,0,0,0,21,23,11,37,94,178
Malta,MLT,1987,0,0,0,0,3,0,0,1,0,4,0
Martinique,MTQ,1987,0,0,0,0,0,0,0,0,1,1,0
Mexico,MEX,1987,0,0,0,0,0,0,0,0,1,1,0
Morocco,MAR,1987,4,0,0,0,0,0,0,0,0,4,200
Mozambique,MOZ,1987,0,0,0,0,0,4,0,3,4,11,468
Myanmar,MMR,1987,0,0,0,0,0,0,0,0,1,1,0
Namibia,NAM,1987,0,0,0,0,0,0,0,0,7,7,2
Netherlands,NLD,1987,0,0,0,0,0,0,1,0,0,1,0
Nicaragua,NIC,1987,4,0,0,0,0,2,0,148,69,223,549
Norway,NOR,1987,1,0,0,0,0,0,0,0,1,2,1
Pakistan,PAK,1987,5,0,0,0,2,3,1,1,48,60,183
Panama,PAN,1987,0,0,0,0,0,0,2,0,2,4,1
Paraguay,PRY,1987,0,0,0,0,0,0,0,0,1,1,0
Peru,PER,1987,47,0,9,0,13,6,81,116,355,627,773
Philippines,PHL,1987,9,0,4,1,3,7,36,39,61,160,404
Singapore,SGP,1987,0,0,0,0,0,0,0,0,2,2,0
Somalia,SOM,1987,0,0,0,0,0,1,0,0,0,1,0
South Africa,ZAF,1987,22,0,0,1,2,0,15,26,67,133,120
Spain,ESP,1987,13,0,0,0,1,3,8,5,74,104,68
Sri Lanka,LKA,1987,4,0,0,0,7,2,13,44,45,115,1274
Sudan,SDN,1987,1,0,0,0,0,0,0,0,0,1,0
Suriname,SUR,1987,4,0,0,0,3,1,0,1,4,13,6
Switzerland,CHE,1987,0,1,0,0,0,0,0,0,0,1,1
Tunisia,TUN,1987,0,0,0,0,0,0,0,0,4,4,0
Turkey,TUR,1987,3,0,2,0,1,2,3,18,14,43,187
Uganda,UGA,1987,0,0,0,0,0,0,0,0,1,1,1
United Kingdom,GBR,1987,3,0,0,0,1,0,71,5,37,117,104
United States,USA,1987,0,0,0,0,16,0,0,0,18,34,1
Venezuela,VEN,1987,0,0,0,0,1,8,1,2,1,13,3
West Germany,OWID_GFR,1987,2,0,0,0,4,0,2,1,10,19,2
World,OWID_WRL,1987,149,2,24,3,108,86,475,500,1256,2603,5265
Zambia,ZMB,1987,0,0,0,0,0,0,0,0,1,1,0
Zimbabwe,ZWE,1987,1,0,0,0,0,0,1,5,4,11,35
Albania,ALB,1987,0,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,1987,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,1987,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,1987,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,1987,0,0,0,0,0,0,0,0,0,0,0
Bahamas,BHS,1987,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,1987,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,1987,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1987,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,1987,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,1987,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,1987,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,1987,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1987,0,0,0,0,0,0,0,0,0,0,0
Burundi,BDI,1987,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,1987,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,1987,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,1987,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,CAF,1987,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,1987,0,0,0,0,0,0,0,0,0,0,0
China,CHN,1987,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,1987,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1987,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,1987,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,OWID_CZS,1987,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,COD,1987,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,1987,0,0,0,0,0,0,0,0,0,0,0
East Timor,TLS,1987,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,1987,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,1987,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,1987,0,0,0,0,0,0,0,0,0,0,0
French Guiana,GUF,1987,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,1987,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,1987,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,1987,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,1987,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,GLP,1987,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,1987,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,GNB,1987,0,0,0,0,0,0,0,0,0,0,0
Guyana,GUY,1987,0,0,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1987,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,1987,0,0,0,0,0,0,0,0,0,0,0
Iceland,ISL,1987,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,1987,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,1987,0,0,0,0,0,0,0,0,0,0,0
Jordan,JOR,1987,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,1987,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,1987,0,0,0,0,0,0,0,0,0,0,0
Lesotho,LSO,1987,0,0,0,0,0,0,0,0,0,0,0
Liberia,LBR,1987,0,0,0,0,0,0,0,0,0,0,0
Libya,LBY,1987,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,1987,0,0,0,0,0,0,0,0,0,0,0
Macao,MAC,1987,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,1987,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,1987,0,0,0,0,0,0,0,0,0,0,0
Malaysia,MYS,1987,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,1987,0,0,0,0,0,0,0,0,0,0,0
Mali,MLI,1987,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,1987,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,1987,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,1987,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,1987,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,1987,0,0,0,0,0,0,0,0,0,0,0
Niger,NER,1987,0,0,0,0,0,0,0,0,0,0,0
Nigeria,NGA,1987,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,1987,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,1987,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,1987,0,0,0,0,0,0,0,0,0,0,0
Portugal,PRT,1987,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,1987,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,1987,0,0,0,0,0,0,0,0,0,0,0
Rwanda,RWA,1987,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,KNA,1987,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,LCA,1987,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU,1987,0,0,0,0,0,0,0,0,0,0,0
Senegal,SEN,1987,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,1987,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,1987,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,1987,0,0,0,0,0,0,0,0,0,0,0
South Korea,KOR,1987,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,1987,0,0,0,0,0,0,0,0,0,0,0
Sweden,SWE,1987,0,0,0,0,0,0,0,0,0,0,0
Syria,SYR,1987,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TWN,1987,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,1987,0,0,0,0,0,0,0,0,0,0,0
Thailand,THA,1987,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,1987,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,TTO,1987,0,0,0,0,0,0,0,0,0,0,0
USSR,OWID_USS,1987,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,1987,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,1987,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,1987,0,0,0,0,0,0,0,0,0,0,0
Vatican,VAT,1987,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,1987,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,1987,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,ESH,1987,0,0,0,0,0,0,0,0,0,0,0
Yemen,YEM,1987,0,0,0,0,0,0,0,0,0,0,0
Yemen Arab Republic,OWID_YAR,1987,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia,OWID_YGS,1987,0,0,0,0,0,0,0,0,0,0,0
Czechia,CZE,1988,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,1988,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,TJK,1988,0,0,0,0,0,0,0,0,0,0,0
Russia,RUS,1988,0,0,0,0,0,0,0,0,0,0,0
Croatia,HRV,1988,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,1988,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,1988,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,1988,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,1988,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB,1988,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,1988,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZE,1988,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,OWID_SRM,1988,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,1988,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,1988,0,0,0,0,0,0,0,0,0,0,0
Ukraine,UKR,1988,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,1988,0,0,0,0,0,0,0,0,0,0,0
Germany,DEU,1988,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,1988,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,1988,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,KGZ,1988,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,1988,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,1988,0,0,0,0,0,0,0,0,0,0,0
Kosovo,OWID_KOS,1988,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1988,0,0,0,0,0,0,0,0,0,0,0
Moldova,MDA,1988,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,AFG,1988,0,0,0,0,0,0,0,0,11,11,128
Angola,AGO,1988,0,0,0,0,0,0,0,4,8,12,145
Argentina,ARG,1988,0,0,0,0,2,0,2,3,26,33,1
Australia,AUS,1988,0,0,0,0,0,0,1,1,1,3,0
Austria,AUT,1988,1,0,0,0,0,0,0,0,0,1,0
Bangladesh,BGD,1988,0,0,0,0,0,2,7,11,16,36,87
Belgium,BEL,1988,0,0,0,0,0,0,1,2,2,5,1
Bolivia,BOL,1988,0,0,0,0,0,0,5,0,6,11,2
Botswana,BWA,1988,0,0,0,0,0,0,0,0,3,3,1
Brazil,BRA,1988,0,0,0,0,0,0,1,0,1,2,0
Chile,CHL,1988,2,1,2,2,2,1,12,24,139,185,19
Colombia,COL,1988,5,3,3,1,2,48,137,141,87,427,1096
Costa Rica,CRI,1988,0,0,0,0,0,0,0,0,2,2,0
Cyprus,CYP,1988,0,0,0,0,0,0,2,0,3,5,6
Denmark,DNK,1988,0,0,0,0,1,0,0,0,0,1,0
Djibouti,DJI,1988,0,0,0,0,0,0,0,0,2,2,0
Dominican Republic,DOM,1988,0,0,0,0,0,0,0,0,2,2,0
East Germany,OWID_GDR,1988,0,0,0,0,4,0,0,0,0,4,0
Ecuador,ECU,1988,0,0,2,0,0,0,2,5,0,9,4
Egypt,EGY,1988,0,0,0,0,1,0,2,1,5,9,1
El Salvador,SLV,1988,1,0,2,0,18,6,24,93,223,367,361
Ethiopia,ETH,1988,0,0,0,0,0,2,0,0,0,2,0
France,FRA,1988,0,0,0,0,3,0,4,4,43,54,6
Greece,GRC,1988,0,0,0,0,2,0,7,2,27,38,14
Guadeloupe,GLP,1988,0,0,0,0,0,0,0,0,4,4,0
Guatemala,GTM,1988,1,0,0,0,1,1,7,12,7,29,135
Haiti,HTI,1988,0,0,0,0,0,0,2,1,3,6,3
Honduras,HND,1988,0,0,0,0,0,1,4,3,13,21,32
India,IND,1988,5,0,0,0,6,5,160,110,72,358,966
Iran,IRN,1988,0,0,0,0,0,0,1,0,5,6,18
Iraq,IRQ,1988,0,0,0,0,0,0,1,1,2,4,43
Israel,ISR,1988,0,1,0,0,7,0,2,7,15,32,12
Italy,ITA,1988,0,0,0,0,1,0,1,0,27,29,6
Japan,JPN,1988,1,0,0,1,3,0,1,3,7,16,0
Jordan,JOR,1988,0,0,0,0,0,0,0,0,1,1,0
Kuwait,KWT,1988,0,0,0,0,0,0,0,0,4,4,2
Lebanon,LBN,1988,0,0,0,0,0,10,32,10,73,125,176
Lesotho,LSO,1988,0,1,0,0,0,0,0,0,0,1,4
Malaysia,MYS,1988,0,0,0,0,0,0,0,2,2,4,9
Maldives,MDV,1988,0,0,0,0,0,0,0,1,0,1,19
Martinique,MTQ,1988,0,0,0,0,1,0,0,0,0,1,0
Mauritius,MUS,1988,0,0,0,0,0,0,1,0,0,1,0
Mexico,MEX,1988,0,0,0,0,0,0,1,0,2,3,2
Mozambique,MOZ,1988,0,0,0,0,0,1,0,6,9,16,145
Myanmar,MMR,1988,0,0,0,0,0,1,0,9,13,23,93
Namibia,NAM,1988,0,0,0,0,1,0,0,0,16,17,25
Netherlands,NLD,1988,0,0,0,0,0,0,3,0,1,4,4
New Caledonia,NCL,1988,0,0,0,0,0,2,4,2,1,9,22
Nicaragua,NIC,1988,0,0,0,0,0,2,0,49,11,62,208
Nigeria,NGA,1988,0,0,0,0,0,0,2,0,0,2,4
Pakistan,PAK,1988,0,1,0,0,0,0,6,2,35,44,136
Panama,PAN,1988,0,0,0,0,0,0,1,0,0,1,0
Peru,PER,1988,2,0,4,0,12,1,74,107,155,355,855
Philippines,PHL,1988,3,0,2,0,5,15,82,74,29,210,550
Portugal,PRT,1988,0,0,0,0,0,0,1,0,1,2,2
Saudi Arabia,SAU,1988,0,0,0,0,0,0,0,0,1,1,0
Senegal,SEN,1988,0,0,0,0,0,0,1,1,1,3,2
Somalia,SOM,1988,0,0,0,0,0,0,0,2,0,2,0
South Africa,ZAF,1988,13,0,0,0,5,1,26,26,174,245,152
South Korea,KOR,1988,0,0,0,0,6,0,0,0,2,8,0
Spain,ESP,1988,1,0,0,0,7,1,19,5,118,151,25
Sri Lanka,LKA,1988,1,0,0,0,8,4,100,135,102,350,885
Sudan,SDN,1988,0,0,0,0,0,0,3,5,2,10,58
Suriname,SUR,1988,0,1,0,0,2,0,0,6,0,9,6
Switzerland,CHE,1988,0,0,0,0,1,1,0,0,2,4,0
Thailand,THA,1988,0,1,0,0,0,0,1,1,2,5,10
Turkey,TUR,1988,1,0,0,1,8,2,8,15,7,42,102
Uganda,UGA,1988,0,0,0,0,0,0,5,9,1,15,160
United Kingdom,GBR,1988,0,0,0,0,30,1,57,11,81,180,370
United States,USA,1988,0,0,1,0,11,0,0,0,15,27,1
Venezuela,VEN,1988,1,0,0,0,0,1,0,5,3,10,41
West Germany,OWID_GFR,1988,0,0,0,0,1,0,2,2,9,14,1
World,OWID_WRL,1988,36,9,14,5,131,99,777,756,1376,3203,6428
Yemen Arab Republic,OWID_YAR,1988,0,0,0,0,0,0,0,0,1,1,0
Zambia,ZMB,1988,0,0,0,0,0,0,0,1,4,5,9
Zimbabwe,ZWE,1988,0,0,0,0,0,0,0,0,1,1,2
Albania,ALB,1988,0,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,1988,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,1988,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,1988,0,0,0,0,0,0,0,0,0,0,0
Bahamas,BHS,1988,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,1988,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,1988,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1988,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,1988,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,1988,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,1988,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,1988,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1988,0,0,0,0,0,0,0,0,0,0,0
Burundi,BDI,1988,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,1988,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,1988,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,1988,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,CAF,1988,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,1988,0,0,0,0,0,0,0,0,0,0,0
China,CHN,1988,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,1988,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1988,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,1988,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,OWID_CZS,1988,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,COD,1988,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,1988,0,0,0,0,0,0,0,0,0,0,0
East Timor,TLS,1988,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,1988,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,1988,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,1988,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,1988,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,1988,0,0,0,0,0,0,0,0,0,0,0
French Guiana,GUF,1988,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,1988,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,1988,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,1988,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,1988,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,1988,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,1988,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,GNB,1988,0,0,0,0,0,0,0,0,0,0,0
Guyana,GUY,1988,0,0,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1988,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,1988,0,0,0,0,0,0,0,0,0,0,0
Iceland,ISL,1988,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,1988,0,0,0,0,0,0,0,0,0,0,0
Ireland,IRL,1988,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,1988,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,1988,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,1988,0,0,0,0,0,0,0,0,0,0,0
Liberia,LBR,1988,0,0,0,0,0,0,0,0,0,0,0
Libya,LBY,1988,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,1988,0,0,0,0,0,0,0,0,0,0,0
Macao,MAC,1988,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,1988,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,1988,0,0,0,0,0,0,0,0,0,0,0
Mali,MLI,1988,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,1988,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,1988,0,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,1988,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,1988,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,1988,0,0,0,0,0,0,0,0,0,0,0
Niger,NER,1988,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,1988,0,0,0,0,0,0,0,0,0,0,0
Norway,NOR,1988,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,1988,0,0,0,0,0,0,0,0,0,0,0
Paraguay,PRY,1988,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,1988,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,1988,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,1988,0,0,0,0,0,0,0,0,0,0,0
Rwanda,RWA,1988,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,KNA,1988,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,LCA,1988,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,1988,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,1988,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,1988,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,1988,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,1988,0,0,0,0,0,0,0,0,0,0,0
Sweden,SWE,1988,0,0,0,0,0,0,0,0,0,0,0
Syria,SYR,1988,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TWN,1988,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,1988,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,1988,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,TTO,1988,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,1988,0,0,0,0,0,0,0,0,0,0,0
USSR,OWID_USS,1988,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,1988,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,1988,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,1988,0,0,0,0,0,0,0,0,0,0,0
Vatican,VAT,1988,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,1988,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,1988,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,ESH,1988,0,0,0,0,0,0,0,0,0,0,0
Yemen,YEM,1988,0,0,0,0,0,0,0,0,0,0,0
